CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Geography_France,Geography_Germany,Geography_Spain
0.5280000000000001,1,0.445945945945946,0.4,0.8536819326123738,0.0,1,1,0.23384083179943682,0,0,0.75,1.0,0.9477866061293985,1,0,0
0.7840000000000001,1,0.22972972972972977,0.5,0.9512493857508686,0.0,0,0,0.422530301643807,0,0,0.75,0.3333333333333333,0.7990919409761634,0,1,0
0.674,0,0.12162162162162166,0.9,0.9598640572524516,0.3333333333333333,0,0,0.6324766015154447,0,0,1.0,0.6666666666666667,0.7377979568671964,0,1,0
0.4100000000000001,1,0.2027027027027027,0.1,0.8794986333780886,0.3333333333333333,0,0,0.8940181287312938,0,0,1.0,1.0,0.41089670828603864,0,0,1
0.6680000000000001,1,0.5135135135135136,0.8,0.9067544380836867,0.0,1,1,0.49698136172004426,0,0,0.75,0.0,0.8898978433598184,0,0,1
0.5060000000000001,1,0.10810810810810811,0.4,0.9330667099419745,0.0,1,1,0.4641897801240018,0,0,0.5,1.0,0.866061293984109,0,1,0
0.802,0,0.24324324324324326,0.6000000000000001,0.9686122021505615,0.3333333333333333,1,1,0.13874715035285867,0,1,1.0,0.3333333333333333,0.29511918274687854,0,1,0
0.4620000000000001,0,0.21621621621621623,0.1,0.9273154989822744,0.0,1,0,0.5521523805523427,0,1,0.5,1.0,0.3972758229284904,0,1,0
0.7700000000000001,1,0.3378378378378379,1.0,0.9427807430773629,0.3333333333333333,1,1,0.9834024149306257,0,1,0.5,1.0,0.6401816118047673,0,1,0
0.6220000000000001,0,0.22972972972972977,0.5,0.9590129784988624,0.3333333333333333,0,1,0.5682806207992863,0,1,0.0,0.3333333333333333,0.7389330306469921,0,1,0
0.6500000000000001,0,0.040540540540540515,0.8,0.9246934574534359,0.0,1,0,0.09096578723268071,0,0,1.0,0.0,0.9829738933030647,1,0,0
0.7760000000000001,1,0.5405405405405406,0.2,0.9493995922972007,1.0,1,0,0.14182494428217893,1,1,0.75,0.3333333333333333,0.6878547105561862,0,1,0
0.9260000000000002,1,0.14864864864864863,0.6000000000000001,0.0,0.0,1,0,0.1697276589914337,0,0,0.5,1.0,0.1589103291713961,1,0,0
0.6140000000000001,0,0.25675675675675674,0.0,0.9656090186013417,0.0,0,1,0.22098095368107654,0,0,0.25,0.3333333333333333,0.9761634506242907,0,0,1
0.5080000000000001,0,0.09459459459459457,0.5,0.9626924522843943,0.3333333333333333,1,1,0.2921040459363869,0,0,0.25,0.0,0.9863791146424516,0,1,0
0.3380000000000001,1,0.24324324324324326,0.9,0.0,0.3333333333333333,0,1,0.7278236071544831,0,0,0.25,1.0,0.8104426787741204,1,0,0
0.7700000000000001,0,0.040540540540540515,0.1,0.9727145247448294,0.3333333333333333,1,0,0.11189278576104017,0,0,0.0,1.0,0.46311010215664017,1,0,0
0.6280000000000001,1,0.5,0.8,0.0,0.3333333333333333,1,1,0.6958167504996727,0,0,1.0,0.0,0.11464245175936436,1,0,0
0.6560000000000001,0,0.1891891891891892,0.9,0.0,0.0,1,1,0.7410660718098578,0,0,0.75,0.3333333333333333,0.9807037457434733,1,0,0
0.8140000000000001,1,0.2027027027027027,0.5,0.9052547530848102,0.0,0,1,0.9712330027517627,0,0,0.5,0.0,0.5255391600454029,0,0,1
0.13200000000000006,0,0.3108108108108108,1.0,0.9421314698721022,0.3333333333333333,1,0,0.4914970879719013,0,0,0.5,0.0,0.18388195232690127,0,1,0
0.6300000000000001,0,0.21621621621621623,0.1,0.9232682941729243,0.3333333333333333,0,0,0.8570922523100956,0,0,0.5,0.6666666666666667,0.7707150964812712,1,0,0
0.8540000000000001,0,0.1891891891891892,0.2,0.0,0.0,1,0,0.6822982094790052,1,1,1.0,0.0,0.9057888762769579,1,0,0
0.38600000000000007,0,0.24324324324324326,0.30000000000000004,0.0,0.3333333333333333,0,0,0.13005247001088602,0,0,0.25,0.6666666666666667,0.15437003405221336,1,0,0
0.31200000000000006,0,0.21621621621621623,0.4,0.9178127687093557,0.0,1,1,0.7961945865830187,0,0,0.75,0.0,0.4449489216799092,1,0,0
0.2860000000000001,0,0.37837837837837845,0.4,0.0,0.3333333333333333,1,0,0.009481305464671876,0,0,0.0,0.0,0.43019296254256534,1,0,0
0.6040000000000001,0,0.7702702702702704,1.0,0.0,0.3333333333333333,1,1,0.5733756073705039,0,0,1.0,0.6666666666666667,0.6038592508513053,0,0,1
0.8,1,0.05405405405405406,0.30000000000000004,0.9417964860818256,0.0,1,0,0.6432202775365047,1,1,0.25,0.0,0.8320090805902384,0,0,1
0.7580000000000001,1,0.16216216216216217,0.9,0.0,0.3333333333333333,1,0,0.7593613690107405,0,0,0.0,0.6666666666666667,0.7809307604994324,1,0,0
0.5920000000000001,0,0.37837837837837845,0.4,0.0,0.6666666666666667,1,0,0.4662437262758593,1,1,0.5,1.0,0.398410896708286,1,0,0
0.5700000000000001,0,0.13513513513513514,0.30000000000000004,0.9096809463452324,0.3333333333333333,1,1,0.7839737694949866,0,0,0.0,0.6666666666666667,0.6129398410896708,0,1,0
0.5940000000000001,0,0.35135135135135137,0.5,0.0,0.6666666666666667,1,1,0.8710513854073063,1,1,0.5,0.6666666666666667,0.7185017026106697,0,0,1
0.9160000000000001,1,0.36486486486486486,0.7000000000000001,0.9397511658219944,0.3333333333333333,1,0,0.7356746569297367,0,0,0.0,0.0,0.49943246311010214,1,0,0
0.3480000000000001,0,0.24324324324324326,1.0,0.0,0.3333333333333333,1,0,0.5480672904262357,0,0,0.25,0.3333333333333333,0.2905788876276958,1,0,0
0.8380000000000001,1,0.14864864864864863,0.8,0.0,0.3333333333333333,1,1,0.8614774210937143,0,0,0.25,0.6666666666666667,0.3314415437003405,1,0,0
0.7600000000000001,1,0.3243243243243243,0.4,0.0,0.3333333333333333,0,1,0.4298955050207295,0,0,0.75,0.6666666666666667,0.6844494892167992,0,0,1
0.33000000000000007,1,0.22972972972972977,1.0,0.9716069058366497,0.0,0,1,0.6063889101409184,0,0,0.0,0.3333333333333333,0.12712826333711688,0,0,1
0.8460000000000001,1,0.3108108108108108,0.9,0.9282552265028059,0.0,0,1,0.32294919164780234,0,0,1.0,0.6666666666666667,0.4188422247446084,0,0,1
0.9280000000000002,1,0.14864864864864863,0.8,0.9236343577928462,0.3333333333333333,1,1,0.9864169528189942,0,0,0.25,0.3333333333333333,0.9602724177071509,0,1,0
0.7200000000000001,1,0.05405405405405406,0.8,0.0,0.3333333333333333,0,0,0.4982148795209942,0,0,0.75,0.0,0.19296254256526676,0,0,1
0.12600000000000006,1,0.21621621621621623,0.9,0.0,0.3333333333333333,0,0,0.03261611483896712,0,0,0.0,1.0,0.37457434733257666,1,0,0
0.6300000000000001,0,0.2972972972972973,0.6000000000000001,0.0,0.0,1,1,0.8092595342855242,0,0,0.25,0.0,0.6038592508513053,1,0,0
0.546,0,0.35135135135135137,0.6000000000000001,0.0,0.3333333333333333,0,0,0.8358340721538906,0,0,0.25,0.6666666666666667,0.4551645856980704,1,0,0
0.7760000000000001,1,0.1756756756756757,0.9,0.9107094775055857,0.0,1,0,0.20981573740292198,0,0,0.75,0.6666666666666667,0.13053348467650397,1,0,0
0.3560000000000001,1,0.24324324324324326,0.7000000000000001,0.0,0.3333333333333333,1,0,0.30265380343822834,0,0,1.0,0.0,0.38479001135073787,0,0,1
0.6400000000000001,0,0.6351351351351351,0.1,0.0,0.0,1,1,0.8883053331593166,1,1,0.25,0.3333333333333333,0.9035187287173667,0,0,1
0.544,0,0.37837837837837845,0.4,0.9315095793036141,0.3333333333333333,1,1,0.15487984102481786,1,1,0.5,0.3333333333333333,0.20431328036322358,0,0,1
0.4640000000000001,1,0.1891891891891892,0.1,0.9165841480113005,0.0,1,1,0.050219545966639814,0,0,0.75,0.3333333333333333,0.8161180476730987,0,1,0
0.8700000000000001,0,0.24324324324324326,0.2,0.9258571250070945,0.0,0,1,0.18484235244465844,0,0,1.0,1.0,0.7570942111237231,0,1,0
0.5100000000000001,1,0.2027027027027027,0.5,0.9586746234054708,0.0,0,0,0.3592903622295929,0,0,0.5,0.6666666666666667,0.44267877412031786,0,0,1
0.25800000000000006,1,0.22972972972972977,0.9,0.9200318673811074,0.0,1,0,0.49723888631364294,1,1,0.5,0.6666666666666667,0.23723041997729852,0,1,0
0.6700000000000002,1,0.16216216216216217,0.30000000000000004,0.9180166356436207,0.0,0,1,0.3153866194221548,0,0,0.75,0.0,0.25879682179341656,0,1,0
0.3760000000000001,1,0.2837837837837838,0.7000000000000001,0.9322437523293735,0.3333333333333333,1,0,0.13611139863856997,0,0,1.0,0.0,0.47105561861520995,0,1,0
0.42400000000000004,1,0.3243243243243243,0.2,0.9262041093124991,0.0,0,0,0.43397059419174533,0,0,1.0,1.0,0.6696935300794552,1,0,0
0.6500000000000001,1,0.24324324324324326,0.9,0.930843746749837,0.0,0,1,0.11492467530649175,0,0,0.75,0.0,0.7150964812712827,0,0,1
0.7420000000000001,1,0.13513513513513514,0.9,0.960989612307723,0.3333333333333333,0,1,0.5064951702887626,1,1,1.0,1.0,0.47900113507377984,0,1,0
0.556,0,0.16216216216216217,0.9,0.9485567787456606,0.3333333333333333,1,1,0.370823163612125,0,0,0.25,0.3333333333333333,0.7003405221339387,0,1,0
0.6360000000000001,0,0.25675675675675674,0.6000000000000001,0.96767516880637,0.0,1,0,0.5781887670272511,0,0,0.75,0.0,0.4653802497162316,0,1,0
0.31200000000000006,0,0.3108108108108108,0.1,0.0,0.3333333333333333,1,0,0.1587887643269932,0,0,0.75,0.3333333333333333,0.5391600454029513,1,0,0
0.3480000000000001,0,0.1756756756756757,0.8,0.9320675412380698,0.0,1,0,0.9986644224523442,1,1,0.0,0.0,0.3893303064699205,0,1,0
0.6980000000000001,1,0.21621621621621623,0.4,0.9755686265831532,0.3333333333333333,1,0,0.6041721984449514,0,0,0.5,1.0,0.35187287173666293,0,1,0
0.9560000000000002,1,0.21621621621621623,0.8,0.9467636593637411,0.3333333333333333,0,0,0.19061915412921931,0,0,0.75,0.0,0.28490351872871733,1,0,0
0.6480000000000001,1,0.2837837837837838,0.6000000000000001,0.9408065868807955,0.0,0,0,0.5006446615651794,0,0,0.0,1.0,0.44381384790011347,0,0,1
0.6120000000000001,0,0.2837837837837838,0.6000000000000001,0.0,0.3333333333333333,1,0,0.7053588617712991,0,0,0.75,0.6666666666666667,0.5891032917139614,1,0,0
0.6680000000000001,0,0.40540540540540543,1.0,0.944846344932034,0.0,1,1,0.9906835102752312,0,0,0.0,0.3333333333333333,0.3893303064699205,0,1,0
0.55,0,0.13513513513513514,0.30000000000000004,0.0,0.0,0,0,0.9182618440061026,0,0,0.75,0.3333333333333333,0.6799091940976163,1,0,0
0.16400000000000003,1,0.3243243243243243,0.9,0.9600089036556517,0.0,1,0,0.5513209511508349,1,1,0.5,0.6666666666666667,0.3609534619750284,1,0,0
0.3980000000000001,0,0.4594594594594595,0.1,0.0,0.0,0,1,0.04312646857774917,1,1,0.75,0.6666666666666667,0.4154370034052214,1,0,0
0.55,1,0.5135135135135136,0.0,0.957820432727895,0.0,1,0,0.2340848551036624,1,1,0.5,1.0,0.3303064699205448,0,1,0
0.9560000000000002,0,0.3108108108108108,0.7000000000000001,0.0,0.3333333333333333,1,0,0.8569177856485293,0,0,0.25,1.0,0.6208853575482407,1,0,0
0.8400000000000001,1,0.08108108108108109,0.9,0.9274689063811563,0.0,1,0,0.836303717004974,0,0,0.75,0.3333333333333333,0.6935300794551646,1,0,0
0.8160000000000001,0,0.21621621621621623,0.30000000000000004,0.0,0.3333333333333333,1,1,0.6211322181268311,0,0,0.25,1.0,0.2905788876276958,1,0,0
0.8900000000000001,0,0.2027027027027027,0.9,0.9476468497466836,0.0,1,1,0.5746730312744868,0,0,1.0,0.3333333333333333,0.3314415437003405,0,1,0
0.674,1,0.27027027027027034,0.9,0.9423820118704653,0.0,1,1,0.17800349933418638,0,0,0.75,0.6666666666666667,0.5402951191827469,1,0,0
0.6720000000000002,1,0.09459459459459457,0.1,0.0,0.3333333333333333,0,1,0.08224680456983641,0,0,0.0,0.6666666666666667,0.5209988649262203,1,0,0
0.8780000000000001,1,0.2837837837837838,0.7000000000000001,0.9438499776531619,0.3333333333333333,1,1,0.6220569064345645,0,0,0.25,1.0,0.2928490351872872,0,1,0
0.4780000000000001,0,0.4324324324324324,0.5,0.9558398777401931,0.3333333333333333,1,1,0.17466493050086282,0,0,0.25,0.3333333333333333,0.8081725312145289,0,1,0
0.2220000000000001,0,0.21621621621621623,0.5,0.8896936899621539,0.0,0,1,0.8389436191156254,0,0,0.0,0.0,0.4290578887627696,0,1,0
0.5740000000000001,1,0.2972972972972973,0.2,0.949229619343169,0.0,0,1,0.46581328516873355,0,0,0.0,1.0,0.2894438138479001,1,0,0
0.4680000000000001,0,0.40540540540540543,0.2,0.9868840695974529,0.0,1,0,0.3757842373946712,1,0,0.75,0.6666666666666667,0.7888762769580022,0,0,1
0.4580000000000001,0,0.22972972972972977,0.1,0.9467990846114679,0.3333333333333333,0,1,0.04290034698313688,1,1,0.75,0.3333333333333333,0.14528944381384787,0,0,1
0.812,1,0.35135135135135137,1.0,0.9515983659633784,0.0,1,0,0.9477521103265361,0,0,1.0,1.0,0.9602724177071509,0,1,0
0.6260000000000001,1,0.21621621621621623,0.7000000000000001,0.0,0.3333333333333333,1,1,0.9021644567056153,0,0,0.5,0.0,0.9001135073779796,1,0,0
0.6640000000000001,0,0.3378378378378379,0.5,0.9445067495158636,0.0,1,1,0.9666260627889962,0,0,0.75,0.3333333333333333,0.3893303064699205,1,0,0
0.8860000000000001,1,0.4594594594594595,0.2,0.0,0.0,1,0,0.79563718335101,1,1,1.0,0.3333333333333333,0.8671963677639047,0,0,1
0.682,0,0.1756756756756757,0.5,0.8541346028909937,0.0,1,0,0.6310715673346804,1,0,0.25,0.0,0.3212258796821793,1,0,0
0.2700000000000001,0,0.040540540540540515,0.5,0.9359546185066868,0.0,1,1,0.27067544950542777,0,0,0.75,0.3333333333333333,0.7321225879682179,0,0,1
0.5700000000000001,0,0.14864864864864863,0.8,0.952091227196125,0.3333333333333333,1,0,0.705387014459881,0,0,0.0,1.0,0.5550510783200908,0,0,1
0.6000000000000001,1,0.25675675675675674,0.5,0.9314298467990274,0.0,0,0,0.12242894196395754,0,0,1.0,1.0,0.604994324631101,1,0,0
0.7700000000000001,1,0.35135135135135137,0.9,0.9411326282262859,0.0,1,0,0.37415953223532844,0,0,0.25,0.0,0.4551645856980704,1,0,0
0.13200000000000006,1,0.1891891891891892,0.0,0.0,0.3333333333333333,0,1,0.004336864170528285,0,0,1.0,0.3333333333333333,0.8683314415437005,1,0,0
0.808,0,0.1891891891891892,0.7000000000000001,0.0,0.3333333333333333,1,0,0.4475885947107949,0,0,0.0,0.0,0.7729852440408627,0,0,1
0.3700000000000001,0,0.40540540540540543,0.9,0.0,0.0,1,0,0.7494776251131983,1,1,0.75,0.3333333333333333,0.656072644721907,1,0,0
0.7320000000000001,1,0.3243243243243243,0.8,0.0,0.3333333333333333,1,0,0.9040305349160845,0,0,0.25,0.0,0.3496027241770715,0,0,1
0.3780000000000001,1,0.25675675675675674,0.2,0.9456222947986315,0.0,1,0,0.49322030253889243,0,0,0.0,0.6666666666666667,0.5686719636776391,1,0,0
0.5280000000000001,0,0.3378378378378379,0.6000000000000001,0.0,0.3333333333333333,1,1,0.5452018167735019,0,0,0.0,1.0,0.22587968217934165,1,0,0
0.7120000000000001,1,0.527027027027027,0.7000000000000001,0.0,0.0,1,0,0.08965646219213934,1,1,0.0,0.3333333333333333,0.6606129398410897,0,0,1
0.8160000000000001,0,0.2027027027027027,0.7000000000000001,0.0,0.3333333333333333,0,0,0.41496407906955113,0,0,0.75,1.0,0.9466515323496028,1,0,0
0.4720000000000001,0,0.13513513513513514,0.2,0.0,0.3333333333333333,1,1,0.4603228108284341,0,0,1.0,1.0,0.5856980703745743,0,0,1
0.5920000000000001,0,0.7432432432432432,0.6000000000000001,0.9237774286040942,0.0,0,1,0.5235904028834754,0,0,0.0,1.0,0.14869466515323496,1,0,0
0.562,0,0.2027027027027027,0.4,0.9428242772464139,0.0,0,0,0.5634337579238817,0,0,0.5,0.0,0.6163450624290578,0,1,0
0.7340000000000001,0,0.05405405405405406,0.6000000000000001,0.9268609153849472,0.0,0,1,0.42348034237269655,0,0,0.25,0.3333333333333333,0.6208853575482407,0,0,1
0.6680000000000001,1,0.16216216216216217,0.2,0.0,0.3333333333333333,1,0,0.417351057025946,0,0,0.75,0.6666666666666667,0.6583427922814983,1,0,0
0.9000000000000001,0,0.4189189189189189,0.7000000000000001,0.9322082088515355,0.0,0,0,0.23559014885921603,0,0,0.5,1.0,0.8354143019296254,1,0,0
0.7420000000000001,0,0.24324324324324326,0.2,0.0,0.3333333333333333,1,1,0.5348821812483092,0,0,1.0,0.0,0.47105561861520995,0,0,1
0.6660000000000001,1,0.14864864864864863,0.0,0.9493739995288968,0.0,1,0,0.27788133766774725,1,1,0.0,1.0,0.30533484676503975,0,0,1
0.6200000000000001,1,0.1756756756756757,0.9,0.9440824342967035,0.3333333333333333,1,1,0.6993810408894049,0,0,1.0,0.3333333333333333,0.5595913734392736,0,1,0
0.7080000000000001,0,0.08108108108108109,0.7000000000000001,0.9358671430972891,0.0,1,0,0.8125370972927914,1,1,0.25,1.0,0.7741203178206584,0,1,0
0.53,0,0.3108108108108108,0.9,0.9329538001969223,0.0,1,0,0.9825357321624214,0,0,0.0,1.0,0.5017026106696936,0,0,1
0.6340000000000001,0,0.2837837837837838,0.2,0.0,0.3333333333333333,1,0,0.20356774071923867,1,1,1.0,1.0,0.21452894438138478,0,0,1
0.6640000000000001,1,0.08108108108108109,0.9,0.8821021218707625,0.3333333333333333,0,0,0.2656389685214938,0,0,1.0,0.0,0.5947786606129398,0,1,0
0.26800000000000007,0,0.14864864864864863,0.4,0.9471857641216874,0.0,1,0,0.8201098704926321,0,0,0.0,0.3333333333333333,0.1475595913734393,1,0,0
